No.,記入日,記入者,発注部番（数字・ｶﾀｶﾅは半角）,品名（数字・ｶﾀｶﾅは半角）,個数,単価,納期（必須）,工具受領日,業者コード,業者名略称,合計金額,備考,注文書発行日,注文番号,検収日,部品注文番号／組立番号／製作依頼番号,完成部番,比率（分子（素材））,比率（分母（完成部番））,備考
435,3/10,阪本,PT-SS400-30X30X108,SS400-30X30X108 6F,8,710,2021/3/17,済,3045,大同DMソリューション株式会社,"5,680",3/10阪本殿メール,2021/3/11,E4822063,2021/3/17,21DKD043,G-2936AA,1 ,1 ,
436,3/12,万代,PT-SK3-4.5X80X390,SK3-4.5X80X390 4F,4,"3,370",2021/3/15,済,3315,京阪プレート,"13,480",3/12万代殿メール,2021/3/12,E4831846,2021/3/25,21C03-01,YS65-26401AA34,6 ,1 ,1枚で6個取り
437,3/22,植木,PT-SKD11-20X32X40,SKD11-20X32X40 6F,5,"1,400",2021/3/23,済,3045,大同DMソリューション株式会社,"7,000",3/22植木殿メール,2021/3/22,E4885102,2021/3/31,PE-2333708,KS91-00303FA30,1 ,1 ,
438,3/23,植木,PT-SKD11-6.35X205X50,SKD11-6.35X205X50 SG,300,"2,400",2021/3/30,済,3045,大同DMソリューション株式会社,"720,000",3/23植木殿メール,2021/3/23,E4885156,2021/3/31,5月計画　カムセットピース,,,,
439,3/24,万代,PT-YS65-26401AA34,PT-YS65-26401AA34,47,440,2021/3/25,済,3614,（株）ogaki works,"20,680",3/24万代殿メール,2021/3/24,E4902027,2021/3/31,21C03-01,YS65-26401AA34,,,加工済ヤーンキャリアの仕上研磨加工代です。
440,3/24,万代,PT-YS65-26401CA34,PT-YS65-26401CA34,4,440,2021/3/25,済,3614,（株）ogaki works,"1,760",3/24万代殿メール,2021/3/24,E4902028,2021/3/31,21C03-01,YS65-26401CA34,,,加工済ヤーンキャリアの仕上研磨加工代です。
441,4/5,宮木,RE-KUT-224,NUMBER RING 77-532E 77-636E K-22403B,14,600,2021/4/5,済,3745,すいせい,"8,400",,2021/4/5,E4958627,2021/4/7,,,,,
442,4/8,阪本,PT-SKD11-9.5X12X22,SKD11-9.5X12X22 6F,10,"1,150",2021/4/13,済,3045,大同DMソリューション株式会社,"11,500",4/9阪本殿メール,2021/4/12,E5000716,2021/4/22,KS91-02301LA,KS91-02301LA,,,宮木さん依頼、丸万工業で加工
443,4/8,阪本,PT-SKD11-9.5X10.7X25,SKD11-9.5X10.7X25 6F,30,"1,150",2021/4/13,済,3045,大同DMソリューション株式会社,"34,500",4/9阪本殿メール,2021/4/12,E5000717,2021/4/22,"KS91-02301KA,QA,RA","KS91-02301KA,QA,RA",,,宮木さん依頼、丸万工業で加工
444,4/19,植木,PT-SKD11-6.35X205X50,SKD11-6.35X205X50 SG,184,"2,400",2021/4/28,済,3045,大同DMソリューション株式会社,"441,600",4/19植木殿メール,2021/4/19,E5040397,2021/4/28,5月計画　カムセットピース,,,,稟議番号M65-085
445,5/6,宮木,RE-KUT-224,NUMBER RING 77-532E 77-636E K-22403B,3,600,2021/5/6,済,3745,すいせい,"1,800",,2021/5/6,E5107874,2021/5/10,,,,,
446,5/10,万代,PT-SK3-9.5X45X400,SK3-9.5X45X400 4F,3,"2,360",2021/5/14,済,3045,大同DMソリューション株式会社,"7,080",5/10万代殿メール,2021/5/11,E5142120,2021/5/20,PM-4895601,YS65-18001BA,40 ,1 ,1枚で40個取り
447,5/18,植木,PT-SKD11-6.35X205X50,SKD11-6.35X205X50 SG,108,"2,400",2021/5/13,済,3045,大同DMソリューション株式会社,"259,200",5/18植木殿メール,2021/5/18,E5180231,2021/5/25,5月計画　カムセットピース,,,,
448,5/18,植木,PT-SKD11-6.35X205X50,SKD11-6.35X205X50 SG,20,"2,400",2021/5/14,済,3045,大同DMソリューション株式会社,"48,000",5/18植木殿メール,2021/5/18,E5180232,2021/5/25,5月計画　カムセットピース,,,,
449,5/18,植木,PT-SKD11-6.35X205X50,SKD11-6.35X205X50 SG,20,"2,400",2021/5/15,済,3045,大同DMソリューション株式会社,"48,000",5/18植木殿メール,2021/5/18,E5180233,2021/5/25,5月計画　カムセットピース,,,,
450,6/8,万代,PT-SK3-6X50X390,SK3-6X50X390 4F,20,"2,080",2021/6/14,済,3045,大同DMソリューション株式会社,"41,600",6/8万代殿メール,2021/6/8,E5283686,2021/6/22,21ＤＫＪ031-21ＤＫＪ033,YCF-137YB,14 ,1 ,1枚で14個取り
451,6/8,荒井,PT-TS-5314BE,A2017　4.8X19.2X23.2　6F,45,619,2021/6/10,済,1136,白銅株式会社,"27,855",新谷殿依頼,2021/6/8,E5290082,2021/6/10,,,45 ,45 ,
452,6/8,荒井,PT-TS-5314AF,A2017　21X24.3X36　6F,45,490,2021/6/10,済,3315,京阪プレート,"22,050",新谷殿依頼,2021/6/8,E5290083,2021/6/22,,,45 ,45 ,
453,6/10,新谷,PT-TS-5314DD,"SKH51-2.5(-0.01,-0.03)X50X100 4F2G ",5,0,2021/6/14,,3315,京阪プレート,0,6/10新谷殿メール,,E-------,,CMR-21046,TS-5314DD,1 ,20 ,注文キャンセルしました（新谷）
454,6/14,新谷,PT-SKH51-2.5X130X140,SKH51-2.5X130X140,4,"3,000",2021/6/16,済,2829,寺内製作所,"12,000",6/14新谷殿メール,2021/6/15,E5315001,2021/6/17,CMR-21046,TS-5314DD,1 ,30 ,NO.254と同じ素材
455,6/23,阪本,PT-S45C-75X200,S45C-φ75X200,1,"3,100",2021/6/28,済,3315,京阪プレート,"3,100",6/23阪本殿メール,2021/6/24,E5345421,2021/6/30,CMR-21099,"KF20-01612CA01,-01612DA",4 ,1 ,
456,6/24,阪本,PT-S50C-20X130X200,S50C-20X130X200 6F,10,"2,190",2021/6/30,済,3045,大同DMソリューション株式会社,"21,900",6/24阪本殿メール,2021/6/24,E5345422,2021/6/30,"6月計画F045, 7月計画G061",E-26820EA38,1 ,1 ,
457,6/24,阪本,PT-S50C-50X19.5X16,S50C-50X19.5X16 6F,2,600,2021/6/30,済,3045,大同DMソリューション株式会社,"1,200",6/24阪本殿メール,2021/6/24,E5345423,2021/6/30,9月計画21SKJ134,ES66-00208BA34,1 ,1 ,
458,6/24,阪本,PT-SKD11-20X65X400,SKD11-20X65X400 6F,4,"7,400",2021/6/30,済,3045,大同DMソリューション株式会社,"29,600",6/24阪本殿メール,2021/6/24,E5345424,2021/6/30,"9月計画J032, J033",1151-420AA48,1 ,1 ,
459,6/28,阪本,PT-SKD11-20X40X30,SKD11-20X40X30 6F,33,"1,380",2021/7/5,済,3045,大同DMソリューション株式会社,"45,540",6/28阪本殿メール,2021/6/29,E5354888,2021/7/13,"PS-0010415,-0010416,-0010417","KS91-00302BA30,BB30,BC30",,,
460,7/12,阪本,PT-S45C-75X200,S45C-φ75X200,1,"3,110",2021/7/19,済,3315,京阪プレート,"3,110",7/12阪本殿メール,2021/7/13,E5407277,2021/7/30,CMR-21106,KF20-08304AC,,,
461,7/12,阪本,PT-POM-75X350,POM-φ75X350,1,"4,750",2021/7/19,済,3315,京阪プレート,"4,750",7/12阪本殿メール,2021/7/13,E5407279,2021/7/30,CMR-21106,KF20-08303BC,,,
462,7/19,阪本,PT-S50C-45X56X110,S50C-45X56X110 6F,1,"1,590",2021/7/21,済,3315,京阪プレート,"1,590",7/19阪本殿メール,2021/7/19,E5424869,2021/7/30,PC-2108401,KS91-04801AA,,,
463,7/19,阪本,PT-FC250-30X50X148,FC250-30X50X148 6F,1,"2,160",2021/7/21,済,3315,京阪プレート,"2,160",7/19阪本殿メール,2021/7/19,E5424870,2021/7/30,21DKJ032,K-6523HA,,,
464,7/28,阪本,PT-S50C-55X60X94,S50C-55X60X94 6F,1,"1,260",2021/8/3,済,3045,大同DMソリューション株式会社,"1,260",7/28阪本殿メール,2021/7/28,E5445814,2021/8/6,CMR-21116,KS91-00831AB,,,
465,7/28,阪本,PT-S50C-14X68X200,S50C-14X68X200 6F,1,"1,520",2021/8/3,済,3045,大同DMソリューション株式会社,"1,520",7/28阪本殿メール,2021/7/28,E5445815,2021/8/6,21SKJ134,ES66-00209DA30,,,
466,8/6,万代,PT-S50C-50X80X165,S50C-50X80X165 6F,1,"2,000",2021/8/18,済,3999,双葉電子工業株式会社,"2,000",8/6万代殿メール,2021/8/6,E5482096,2021/8/31,,,2 ,1 ,カム測定用治具
467,8/17,新谷,PT-S50C-50X90X160,S50C-50X90X160 4F2G,1,"3,360",2021/8/24,済,3045,大同DMソリューション株式会社,"3,360",8/17新谷殿メール,2021/8/18,E5509004,2021/8/31,"9月7次 , 21SKJ134 , M-SECPLT12",KS51-00101AC-JIG,1 ,1 ,治具
468,8/17,新谷,PT-S50C-22X35X100,S50C-22X35X100 6F,1,820,2021/8/19,済,3315,京阪プレート,820,8/17新谷殿メール,2021/8/18,E5509005,2021/8/31,"9月7次 , 21SKJ134 , M-SECPLT12",KS51-00101AC-JIG,1 ,1 ,治具
469,8/17,新谷,PT-S50C-13X16X47.5,S50C-13X16X47.5 6F,3,600,2021/8/19,済,3315,京阪プレート,"1,800",8/17新谷殿メール,2021/8/18,E5509006,2021/8/31,"9月7次 , 21SKJ134 , M-SECPLT12",KS51-00101AC-JIG,1 ,1 ,治具
470,8/17,新谷,PT-S50C-16X23X28,S50C-16X23X28 6F,4,640,2021/8/19,済,3315,京阪プレート,"2,560",8/17新谷殿メール,2021/8/18,E5509007,2021/8/31,"9月7次 , 21SKJ134 , M-SECPLT12",KS51-00101AC-JIG,1 ,1 ,治具
471,8/17,新谷,PT-S50C-13.5X16X100,S50C-13.5X16X100 4F2G,1,"1,270",2021/8/20,済,3315,京阪プレート,"1,270",8/17新谷殿メール,2021/8/18,E5509008,2021/8/31,"9月7次 , 21SKJ134 , M-SECPLT12",KS51-00101AC-JIG,1 ,1 ,治具
472,8/17,新谷,PT-S50C-10X16X100,S50C-10X16X100 4F2G,1,"1,320",2021/8/20,済,3315,京阪プレート,"1,320",8/17新谷殿メール,2021/8/18,E5509009,2021/8/31,"9月7次 , 21SKJ134 , M-SECPLT12",KS51-00101AC-JIG,1 ,1 ,治具
473,8/17,新谷,PT-S50C-29X40X81,S50C-29X40X81 6F,1,850,2021/8/19,済,3315,京阪プレート,850,8/17新谷殿メール,2021/8/18,E5509010,2021/8/31,"9月7次 , 21SKJ134 , M-SECPLT12",KS51-00101AC-JIG,1 ,1 ,治具
474,8/17,新谷,PT-S50C-20X43X81,S50C-20X43X81 4F2G,2,"1,340",2021/8/20,済,3315,京阪プレート,"2,680",8/17新谷殿メール,2021/8/18,E5509011,2021/8/31,"9月7次 , 21SKJ134 , M-SECPLT12",KS51-00101AC-JIG,1 ,1 ,治具
475,8/20,万代,PT-SK3-6X50X390,SK3-6X50X390 4F,80,"1,960",2021/8/31,済,3045,大同DMソリューション株式会社,"156,800",8/20万代殿メール,2021/8/20,E5520201,2021/8/31,"11月3次 21DKL031-L42 L57,L58",YCF-137YB,14 ,1 ,1枚で14個取り
476,8/27,新谷,PT-A2017-22.2X79.5X99,A2017-22.2X79.5X99,3,"1,530",2021/8/31,済,3315,京阪プレート,"4,590",8/27新谷殿メール,2021/8/27,E5543809,2021/9/13,CMR-21012,5545-502GA30,1 ,1 ,
477,8/27,新谷,PT-A2017-35.8X79.5X99,A2017-35.8X79.5X99,8,"1,770",2021/8/31,済,3315,京阪プレート,"14,160",8/27新谷殿メール,2021/8/27,E5543810,2021/9/13,CMR-21012,"5545-502BA30,JA30",1 ,1 ,
478,8/30,森野,PT-FC250-62X30X42.5,FC250-62X30X42.5 6F,1,"1,190",2021/9/4,済,3315,京阪プレート,"1,190",8/30森野殿メール,2021/8/31,E5552348,2021/9/13,CMR-21128,TS-5441TA,1 ,1 ,
479,8/31,阪本,PT-S50C-30X40X46,S50C-30X40X46 6F,5,800,2021/9/6,済,3045,大同DMソリューション株式会社,"4,000",8/31阪本殿メール,2021/8/31,E5552350,2021/9/9,"10月計画21SKK109, 11月計画21SKL115",SPL-2877EA,1 ,1 ,
480,8/31,阪本,PT-SCM435-46X300,SCM435-φ46X300,1,"2,870",2021/9/2,済,3315,京阪プレート,"2,870",8/31阪本殿メール,2021/8/31,E5552351,2021/9/13,"10月計画21SKK109, 11月計画21SKL115",SPL-2876BA,,,
481,9/2,森野,PT-S50C-42.5X13.5X17,S50C-42.5X13.5X17 6F,1,595,2021/9/7,済,3418,㈱ミスミ,595,9/2森野殿メール,2021/9/2,E5560491,2021/9/10,CMR-21128,TS-5441QA,1 ,1 ,
482,9/9,新谷,PT-A2017-35.8X79.5X99,A2017-35.8X79.5X99,3,"2,050",2021/9/10,済,3315,京阪プレート,"6,150",9/9新谷殿メール,2021/9/9,E5589438,2021/9/29,CMR-21012,5545-502BA30,1 ,1 ,
483,9/24,新谷,PT-SKD11-11X40X390,SKD11-11X40X390 4F,1,"3,880",2021/9/27,済,3315,京阪プレート,"3,880",9/24新谷殿メール,2021/9/24,E5619098,2021/9/30,CMR-21128,TS-5441FA30,1 ,24 ,
484,10/1,万代,PT-S50C-50X80X165,S50C-50X80X165 6F,2,"2,000",2021/10/4,済,3999,双葉電子工業株式会社,"4,000",10/1万代殿メール,2021/10/1,E5636267,2021/10/13,,,4 ,2 ,カム測定用治具
485,10/5,阪本,PT-FC250-30X50X148,FC250-30X50X148 6F,1,"2,200",2021/10/5,済,3315,京阪プレート,"2,200",10/5阪本殿メール,2021/10/5,E5648186,2021/10/19,21DKL058,K-6523HA,,,
486,10/14,万代,PT-S50C-50X80X165,S50C-50X80X165 6F,2,"2,100",2021/10/18,済,3999,双葉電子工業株式会社,"4,200",10/14万代殿メール,2021/10/14,E5671769,2021/10/26,,,4 ,2 ,カム測定用治具
487,10/22,万代,PT-SK3-8.8X50X390,SK3-88X50X390 4F,3,"3,000",2021/10/25,済,3999,双葉電子工業株式会社,"9,000",10/22万代殿メール,2021/10/22,E5693695,2021/10/29,CMR-21145,TS-5401DA,12 ,1 ,1枚で14個取り
488,10/22,阪本,PT-S50C-27X30X50,S50C-27X30X50 6F,15,720,2021/10/26,済,3045,大同DMソリューション株式会社,"10,800",10/22阪本殿メール,2021/10/22,E5693716,2021/10/29,CMR-21176,SPL-2888AA,,,
489,11/8,阪本,PT-SKD11-9.5X12X22,SKD11-9.5X12X22 6F,10,"1,230",2021/11/11,済,3045,大同DMソリューション株式会社,"12,300",11/8阪本殿メール,2021/11/9,E5733182,2021/11/19,22SKB151,KS91-02301LA,,,伊東さん依頼、丸万工業で加工
490,11/8,阪本,PT-SKD11-9.5X10.7X25,SKD11-9.5X10.7X25 6F,10,"1,230",2021/11/11,済,3045,大同DMソリューション株式会社,"12,300",11/8阪本殿メール,2021/11/9,E5733183,2021/11/19,22SKB151,KS91-02301LA,,,
491,11/9,万代,PT-SK3-5.8X60X390,SK3-5.8X60X390,4,"3,720",2021/11/17,済,3045,大同DMソリューション株式会社,"14,880",11/9万代殿メール,2021/11/10,E5737290,2021/11/19,"PE-2369702,PE-2369802",YCF-168AA,17 ,1 ,1枚で17個取り
492,11/9,万代,PT-SK3-6.5X50X390,SK3-6.5X50X390,3,"3,680",2021/11/17,済,3045,大同DMソリューション株式会社,"11,040",11/9万代殿メール,2021/11/10,E5737291,2021/11/19,1月5次22ＤＫA022・023,ＹＣＦ-157AB,10 ,1 ,1枚で10個取り
493,12/1,阪本,PT-SKD11-30X20X20.5,SKD11-30X20X20.5 6F,6,"1,410",2021/12/6,済,3045,大同DMソリューション株式会社,"8,460",12/1阪本殿メール,2021/12/1,E5779266,2021/12/9,PM-49331,"K-11101B13,B14",,,
494,12/1,阪本,PT-SKD11-20X65X400,SKD11-20X65X400 6F,10,"8,110",2021/12/6,済,3045,大同DMソリューション株式会社,"81,100",12/1阪本殿メール,2021/12/1,E5779267,2021/12/9,22DKB013,1151-420AA48,,,
495,12/1,阪本,PT-SKD11-9X50X500,SKD11-9X50X500 4F2G,20,"6,620",2021/12/6,済,3315,京阪プレート,"132,400",12/1阪本殿メール,2021/12/1,E5779268,2021/12/17,CMR-21182,"5546-566AA19,BA19,CA19",,,
496,12/2,阪本,PT-SKD11-20X40X30,SKD11-20X40X30 6F,3,"1,700",2021/12/7,済,3045,大同DMソリューション株式会社,"5,100",12/2阪本殿メール,2021/12/3,E5788058,2021/12/14,22SKA126,"KS91-00302BA41,BB41,BC41",,,
497,12/3,万代,PT-SK3-17X50X390,SK3-17X50X390 4F,13,"2,760",2021/12/8,済,3999,双葉電子工業株式会社,"35,880",12/6万代殿メール,2021/12/7,E5793793,2021/12/17,PM-4934721,YCF-121AB,12 ,1 ,1枚で12個取り
498,12/3,万代,PT-SKD11-10X42X390,SKD11-10X42X390 4F2G,3,"4,700",2021/12/8,済,3999,双葉電子工業株式会社,"14,100",12/6万代殿メール,2021/12/7,E5793794,2021/12/17,CMR-21180,TS-5448LA30,38 ,1 ,1枚で38個取り
499,12/17,植木,PT-A2017-21X24.3X36,A2017-21X24.3X36 6F,130,470,2021/12/24,済,3315,京阪プレート,"61,100",12/17植木殿メール,2021/12/20,E5831705,2021/12/27,CMR-21185,TS-5314AF,1 ,1 ,
500,12/17,植木,PT-A2017-4X19.2X23.2,A2017-4X19.2X23.2 6F,130,563,2021/12/24,済,1136,白銅,"73,190",12/17植木殿メール,2021/12/20,E5831706,2022/1/5,CMR-21185,TS-5314BE,1 ,1 ,
501,12/17,新谷,PT-SKH51-2.5X130X140,SKH51-2.5X130X140,5,"3,000",2021/12/21,済,2829,寺内製作所,"15,000",12/17新谷殿メール,2021/12/20,E5831707,2022/1/5,CMR-21185,TS-5314DD,1 ,30 ,NO.454と同じ素材
502,1/7,万代,PT-SK3-17X50X390,SK3-17X50X390 4F,2,"3,000",2022/1/12,済,3999,双葉電子工業株式会社,"6,000",1/7万代殿メール,2022/1/7,E5874484,2022/1/19,PM-4934721,YCF-121AB,12 ,1 ,1枚で12個取り
503,1/13,阪本,PT-PXA30-20X62X290,PXA30-20X62X290 4F,1,"4,420",2022/1/18,済,3315,京阪プレート,"4,420",,2022/1/17,E5917255,2022/1/31,CMR-22004,TS-5385BA,,,
504,1/27,万代,PT-SK3-8X50X390,SK3-8X50X390 4F,8,"2,500",2022/2/2,済,3999,双葉電子工業株式会社,"20,000",1/27万代殿メール,2022/1/28,E5956368,2022/2/9,"PE-2382201,C03-02","YCM-135C,YCM-141C,YCM-142E,YCM-143C",5 ,1 ,1枚で5個取り
505,1/27,万代,PT-SK3-8X70X390,SK3-8X70X390 4F,13,"3,000",2022/2/2,済,3999,双葉電子工業株式会社,"39,000",1/27万代殿メール,2022/1/28,E5956369,2022/2/9,22C03-01,"YCM-141EB,YCM-142GA,YCM-143EA",5 ,1 ,1枚で5個取り
506,2/9,阪本,PT-C5191-14X33X35,C5191-14X33X35 6F,2,"1,939",2022/2/14,済,1136,白銅,"3,878",,2022/2/10,E6006817,2022/2/25,PF-9337502,E-10401L28N,,,
507,2/14,阪本,PT-S50C-20X130X200,S50C-20X130X200 6F,10,"2,780",2022/2/17,済,3045,大同DMソリューション株式会社,"27,800",2/14阪本殿メール,2022/2/14,E6012290,2022/2/25,"4月計画 22DKD009,010",E-26820EA38,,,
508,2/14,阪本,PT-SKD11-20X65X400,SKD11-20X65X400 6F,10,"8,620",2022/2/17,済,3045,大同DMソリューション株式会社,"86,200",2/14阪本殿メール,2022/2/14,E6012291,2022/2/25,"5月計画 22DKE004,005",1151-420AA48,,,
509,2/18,阪本,PT-S50C-22X247.5X25,S50C-22X247.5X25 6F,9,"3,420",2022/2/25,済,3045,大同DMソリューション株式会社,"30,780",2/18阪本殿メール,2022/2/18,E6032471,2022/2/28,3/7-8次計画 C118/119/140/141,SPL-2892AA,,,
510,2/28,新谷,PT-RW-0025B-C100,Q7（380×69×24.9）,1,"210,300",2022/3/15,済,3999,（株）シルバーロイ,"210,300",2/28新谷殿メール,2022/2/28,E6059403,2022/3/16,,TS-5314EG,1 ,864 ,稟議番号M66-065
511,2/28,森野,PT-SKD11-11X40X390,SKD11-11X40X390 2F2G,1,"5,240",2022/3/8,済,3315,京阪プレート,"5,240",2/28森野殿メール,2022/3/1,E6066946,2022/3/28,CMR-22018,TS-5441FB30,26 ,1 ,1枚で26個取り
512,3/4,竹村,PT-S50C-10X40X140,S50C-10X40X140 6F,1,830,2022/3/9,済,3315,京阪プレート,830,3/4竹村殿メール,2022/3/4,E6080758,2022/3/28,CMR-22033,TS-5468AA34,1 ,1 ,
513,3/10,森野,PT-SKD11-9X38X97,PT-SKD11-9X38X97 4F,1,"1,270",2022/3/15,済,3315,京阪プレート,"1,270",3/10森野殿メール,2022/3/10,E6099879,2022/3/28,CMR-22033,TS-5468CA34,1 ,1 ,
514,3/10,森野,PT-SKD11-12X16X38,PT-SKD11-12X16X38 4F2G,1,"1,840",2022/3/17,済,3315,京阪プレート,"1,840",3/10森野殿メール,2022/3/10,E6099880,2022/3/28,CMR-22033,TS-5468BA34,1 ,1 ,
515,3/14,森野,PT-SKD11-8X50X390,SKD11-8X50X390 4F,1,"4,410",2022/3/17,済,3315,京阪プレート,"4,410",3/14森野殿メール,2022/3/14,E6112136,2022/3/28,CMR-21196,"3101-515AA30,BA30",12 ,1 ,1枚で12個取り
516,3/17,植木,PT-S50C-15.5X100X150,S50C-15.5(0.1/0)X100X150 2F,1,"1,230",2022/3/22,済,3315,京阪プレート,"1,230",3/17植木殿メール,2022/3/18,E6133785,2022/3/31,CMR-22047,TS-5314RA,1 ,1 ,
517,3/17,森野,PT-SKD11-30X20X20.5,SKD11-30X20X20.5 6F,4,"1,180",2022/3/22,済,3315,京阪プレート,"4,720",3/17森野殿メール,2022/3/18,E6133807,2022/3/31,6月計画 22SKF152,"K-11101B7,8,24",1 ,1 ,予備1個
518,3/18,阪本,PT-S50C-32.8X100X150,S50C-32.8X100X150 6F,1,"2,580",2022/3/24,済,3045,大同DMソリューション株式会社,"2,580",3/18阪本殿メール,2022/3/18,E6133808,2022/3/31,CMR-22041,TS-3813RA,,,
519,3/24,万代,PT-SK3-7.5X55X390,SK3-7.5X55X390 2F2G,4,"4,210",2022/3/30,済,3999,双葉電子工業株式会社,"16,840",3/24万代殿メール,2022/3/28,E6148642,2022/3/31,PF-9341403,YCF-127NA,16 ,1 ,1枚で16個取り
520,3/24,万代,PT-SK3-5.8X60X390,SK3-5.8X60X390 2F2G,2,"4,270",2022/3/30,済,3999,双葉電子工業株式会社,"8,540",3/24万代殿メール,2022/3/28,E6148643,2022/3/31,PE-2389402,YCF-168A,17 ,1 ,1枚で17個取り
521,3/24,万代,PT-SK3-5.2X45X390,SK3-5.2X45X390 2F2G,5,"3,090",2022/3/30,済,3999,双葉電子工業株式会社,"15,450",3/24万代殿メール,2022/3/28,E6148644,2022/3/31,PJ-0447901,YCF-117C,17 ,1 ,1枚で17個取り
522,3/30,森野,PT-SKD11-12X16X38,SKD11-12X16X38 4F2G,1,"1,840",2022/4/4,済,3315,京阪プレート,"1,840",3/30森野殿メール,2022/3/30,E6157862,2022/4/15,CMR-22033,TS-5468BA34,1 ,1 ,
523,4/13,万代,PT-SK3-6.5X55X390,SK3-6.5X55X390 2F2G,4,"4,060",2022/4/18,済,3999,双葉電子工業株式会社,"16,240",4/13万代殿メール,2022/4/14,E6227058,2022/4/28,PM-4960801,YCF-136RA,14 ,1 ,1枚で14個取り
524,4/13,万代,PT-SK3-6.25X50X390,SK3-6.25X50X390 2F2G,10,"3,060",2022/4/18,済,3999,双葉電子工業株式会社,"30,600",4/13万代殿メール,2022/4/14,E6227059,2022/4/28,"7月計画22SKG128,129",YS16801AB,12 ,1 ,1枚で12個取り
525,4/20,森野,PT-S50C-6.5X40X390,S50C-6.5(+0.15～+0.25)X40X390 2F,200,990,2022/4/20,済,3315,京阪プレート,"198,000",4/20森野殿メール,2022/4/20,E6246066,2022/4/28,5月計画 カムセットピース,,,,
526,4/22,森野,PT-SKD11-10X40X390,SKD11-10(-0.02～-0.05)X40X390 2F2G,1,"5,520",2022/4/28,済,3315,京阪プレート,"5,520",4/22森野殿メール,2022/4/22,E6254448,2022/4/28,CMR-22053,3542-545AA30,40 ,1 ,1枚で40個取り
527,4/25,万代,PT-SK3-7.5X50X390,SK3-7.5X50X390 2F2G,5,"3,500",2022/5/10,済,3999,双葉電子工業株式会社,"17,500",4/25万代殿メール,2022/4/26,E6262674,2022/5/20,PJ-0454801,YCF-116HA,16 ,1 ,1枚で16個取り
528,4/28,森野,PT-S50C-6.35X40X390,S50C-6.35(0～-0.01)X40X390,600,"2,230",2022/5/11,済,3315,京阪プレート,"1,338,000",4/28森野殿メール,2022/4/29,E6274319,2022/5/25,5月計画 カムセットピース,,,,
529,5/9,森野,PT-SK85-0.29X102X130,SK85-0.29X102X130,1,"3,000",2022/5/11,済,2829,寺内製作所,"3,000",5/9森野殿メール,2022/5/9,E6299521,2022/5/20,CMR-22041,"TS-3813PA,QA",,,
530,5/13,万代,PT-SK3-5.8X50X390,SK3-5.8X50X390 2F2G,3,"4,400",2022/5/20,済,3999,双葉電子工業株式会社,"13,200",5/13万代殿メール,2022/5/13,E6319321,2022/5/27,22DKH009,YCF-168AA,17 ,1 ,1枚で17個取り
531,5/13,万代,PT-SK3-7.5X45X390,SK3-7.5X45X390 2F2G,3,"3,600",2022/5/20,済,3999,双葉電子工業株式会社,"10,800",5/13万代殿メール,2022/5/13,E6319322,2022/5/27,PJ-0457407,YCF-134WA,17 ,1 ,1枚で17個取り
532,5/13,万代,PT-SK3-9.5X45X390,SK3-9.5X45X390 2F2G,2,"3,900",2022/5/20,済,3999,双葉電子工業株式会社,"7,800",5/13万代殿メール,2022/5/13,E6319323,2022/5/27,22DKH009,YS65-18001BA,40 ,1 ,1枚で40個取り
533,5/13,新谷,PT-S50C-40X48X100,S50C-40X48X100 6F,4,"1,420",2022/5/17,済,3315,京阪プレート,"5,680",5/13新谷殿メール,2022/5/13,E6319324,2022/5/25,6月計画　インナーガードカム,,1 ,1 ,加工用治具
534,5/13,新谷,PT-NAK55-8X14X19,NAK55-8X14X19 6F,12,"1,320",2022/5/17,済,3315,京阪プレート,"15,840",5/13新谷殿メール,2022/5/13,E6319325,2022/5/25,6月計画　インナーガードカム,,1 ,1 ,加工用治具
535,5/21,森野,PT-S50C-6.35X40X390,S50C-6.35(0～-0.01)X40X390,600,"2,230",2022/5/31,済,3315,京阪プレート,"1,338,000",5/21森野殿メール,2022/5/23,E6352819,2022/5/27,カムセットピース,,,,
536,6/3,万代,PT-SK3-5.2X45X390,SK3-5.8X60X390 2F2G,4,"3,270",2022/6/13,済,3999,双葉電子工業株式会社,"13,080",6/3万代殿メール,2022/6/3,E6391056,2022/6/27,PJ-0462304,YCF-117C,17 ,1 ,1枚で17個取り
537,6/10,森野,PT-S50C-6.35X40X390,S50C-6.35(0～-0.01)X40X390,600,"2,270",2022/6/17,済,3076,藤巻鋼材大阪株式会社,"1,362,000",6/10森野殿メール,2022/6/10,E6423878,2022/6/29,カムセットピース,,,,
538,6/23,竹村,PT-S50C-9.7X30X220,S50C-9.7(0～-0.03)X30X220,1,"1,620",2022/6/30,済,3315,京阪プレート,"1,620",6/23竹村殿メール,2022/6/23,E6466687,2022/6/30,7月7次 22SKG133-137,,,,
539,6/23,万代,PT-SK3-9.5X45X390,SK3-9.5X45X390 2F2G,7,"3,770",2022/7/4,済,3999,双葉電子工業株式会社,"26,390",6/23万代殿メール,2022/6/27,E6471188,2022/7/13,9月6次 22SKJ106-110,YS65-18001BA,40 ,1 ,1枚で40個取り
540,6/23,万代,PT-SK3-6.5X40X390,SK3-6.5X40X390 2F2G,2,"3,480",2022/7/4,済,3999,双葉電子工業株式会社,"6,960",6/23万代殿メール,2022/6/27,E6471189,2022/7/13,22C10-01,YCF-154KC,14 ,1 ,1枚で14個取り
